freq,purpose,c_dest,quant_inc,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PROF,NEU27_2020_FOR,UNK,N_GE1,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	120762 	128393 u	137019 u	165463 
A,PROF,NEU27_2020_FOR,UNK,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1018294 u	2730314 	911768 u
A,PROF,NEU27_2020_FOR,UNK,N_GE1,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1455342 	1250821 	2277728 	1901615 
A,PROF,NEU27_2020_FOR,UNK,N_GE1,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	356277 u	615576 u	1045556 	1224974 
A,PROF,NEU27_2020_FOR,UNK,N_GE1,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	757121 u	3235551 u	2395250 u	: 
A,PROF,NEU27_2020_FOR,UNK,N_GE1,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	395545 	362329 	434215 
A,PROF,NEU27_2020_FOR,UNK,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1763355 u	940934 u	2416578 	2001287 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2634644 u	: 	: 	: 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	341111 u	398178 u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5105283 u	14609883 u	18019845 	15918577 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	149753 u	141977 u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1365725 u	1451860 u	4009437 	4479376 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1371462 u	1855517 u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2859151 u	2176835 u	4642872 	4656980 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	202252 u	: u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	183280 	455135 	540479 	614976 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	630154 	: u	927936 u	997227 u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	191195 	285446 	674513 	979114 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	118907 u	167852 u	272897 	573509 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	520074 u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	90857 u	115233 u	127838 u	129022 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	2495501 	717929 u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1402792 	1199516 	2191880 	1782260 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	291008 u	599694 u	985885 	1153963 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	357399 u	307158 u	334408 u
A,PROF,NEU27_2020_FOR,UNK,N_GE4,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PROF,WORLD,Q1,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	255937 
A,PROF,WORLD,Q1,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	404565 	: u	321065 u	226081 u	: u
A,PROF,WORLD,Q1,N1-3,NR,EE	66283 u	90543 	49521 u	49327 u	104091 u	56680 u	77417 u	61584 u	: u	: u	: u	63345 u
A,PROF,WORLD,Q1,N1-3,NR,NL	: 	165963 u	138947 u	238736 u	139998 u	255551 	275293 	258416 	450844 	87215 u	172494 	160355 u
A,PROF,WORLD,Q1,N1-3,NR,RO	: 	86593 	115351 	165040 	159388 	121245 	49216 u	56121 u	: u	: u	: u	: u
A,PROF,WORLD,Q1,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1369324 u	630406 u	859403 
A,PROF,WORLD,Q1,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	2812462 	: u	1398885 u	1827662 u	1244065 u
A,PROF,WORLD,Q1,N_GE1,NR,EE	122903 	368430 	203621 	252997 	199483 u	115218 u	153048 u	145613 u	72231 u	: u	63277 u	106673 u
A,PROF,WORLD,Q1,N_GE1,NR,NL	: 	666195 	411556 u	741875 	429198 	1354482 	646330 	798434 	1907088 	443319 u	418638 	730877 u
A,PROF,WORLD,Q1,N_GE1,NR,RO	: 	2139136 	1900361 	2474201 	1491394 	1440721 	1160106 	1183439 	257305 u	467443 	237105 u	217086 u
A,PROF,WORLD,Q1,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	603466 u
A,PROF,WORLD,Q1,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	2407897 u	: u	: u	: u	: u
A,PROF,WORLD,Q1,N_GE4,NR,EE	: u	277886 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,WORLD,Q1,N_GE4,NR,NL	: 	: u	: u	503139 u	: u	1098931 u	: u	: u	: u	: u	246144 u	: u
A,PROF,WORLD,Q1,N_GE4,NR,RO	: 	2052544 	1785010 	2309161 	1332006 	1319476 	1110891 	1127318 	244848 u	440562 u	220065 u	210191 u
A,PROF,WORLD,Q2,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	216320 	362412 
A,PROF,WORLD,Q2,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	677169 	: u	316352 u	360364 u	303939 u
A,PROF,WORLD,Q2,N1-3,NR,EE	30420 u	45601 u	140364 	94590 	100966 	109035 u	183255 	121768 u	71745 u	46904 u	79273 u	105134 u
A,PROF,WORLD,Q2,N1-3,NR,NL	: 	260658 	336380 	308506 	251291 	439908 	324833 	563357 	787741 	183844 	395242 	498089 
A,PROF,WORLD,Q2,N1-3,NR,RO	: 	49580 u	66681 u	102065 	109262 u	110506 	71200 u	83498 u	: u	50451 u	48183 u	49451 u
A,PROF,WORLD,Q2,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1057589 u	912465 	1123977 
A,PROF,WORLD,Q2,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	2135233 	: u	1695724 	1615847 	1552417 
A,PROF,WORLD,Q2,N_GE1,NR,EE	88787 u	474862 	515021 	591970 	333053 	357114 	351389 	515579 	463932 u	329542 u	112030 u	260152 
A,PROF,WORLD,Q2,N_GE1,NR,NL	: 	1181053 	1784672 	656674 	614368 	1402514 	741358 	1199800 	2097995 	456921 	861273 	1310610 
A,PROF,WORLD,Q2,N_GE1,NR,RO	: 	2294431 	2355940 	2427016 	2010120 	2490439 	2186452 	2441802 	611309 	1127116 	1025705 	792512 
A,PROF,WORLD,Q2,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	696145 u	761564 
A,PROF,WORLD,Q2,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	1458064 u	: u	: u	1255482 u	: u
A,PROF,WORLD,Q2,N_GE4,NR,EE	: u	: u	374657 u	497380 u	232087 u	248078 u	168134 u	393811 u	: u	: u	: u	: u
A,PROF,WORLD,Q2,N_GE4,NR,NL	: 	920395 u	1448292 u	: u	: u	962606 u	416525 u	636443 u	1310254 	: u	466031 u	: u
A,PROF,WORLD,Q2,N_GE4,NR,RO	: 	2244851 	2289259 	2324951 	1900858 	2379934 	2115252 	2358304 	583952 	1076665 	977523 	743061 
A,PROF,WORLD,Q3,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	124248 u	352585 	416343 
A,PROF,WORLD,Q3,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	1034579 	: u	395923 	594056 	715978 
A,PROF,WORLD,Q3,N1-3,NR,EE	109675 u	124847 	256323 	211766 	253602 	179959 	331424 	229433 	105143 u	89656 u	156990 	157926 
A,PROF,WORLD,Q3,N1-3,NR,NL	: 	946151 	974027 	1118603 	916798 	1190980 	1454472 	1114594 	442171 	335999 	868138 	923130 
A,PROF,WORLD,Q3,N1-3,NR,RO	: 	: u	: u	: u	: u	: u	31590 u	64259 u	: u	77278 u	61120 u	65759 u
A,PROF,WORLD,Q3,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	543984 	1798841 	1209742 
A,PROF,WORLD,Q3,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	3217919 	405976 u	1257327 	1922306 	2900040 
A,PROF,WORLD,Q3,N_GE1,NR,EE	180334 	496077 	672472 	1045716 	923579 	556743 	636874 	740228 	561512 	499672 	451700 	1118299 
A,PROF,WORLD,Q3,N_GE1,NR,NL	: 	2155574 	2070750 	2629960 	3338396 	3115224 	2704887 	3581916 	1166758 	1194230 	2522466 	4462921 
A,PROF,WORLD,Q3,N_GE1,NR,RO	: 	496647 	549306 	512676 	668245 	785075 	1080371 	1212244 	642704 	1043897 	1312882 	1423544 
A,PROF,WORLD,Q3,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	419736 u	1446256 u	793399 
A,PROF,WORLD,Q3,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	2183340 	: u	861404 u	1328250 u	2184062 u
A,PROF,WORLD,Q3,N_GE4,NR,EE	: u	371230 u	416149 	833951 	669977 	376784 u	305450 u	510795 u	456369 u	: u	294710 u	960373 u
A,PROF,WORLD,Q3,N_GE4,NR,NL	: 	1209423 	1096723 	1511358 	2421598 	1924244 	1250415 	2467322 	724587 u	858231 u	1654328 	3539791 
A,PROF,WORLD,Q3,N_GE4,NR,RO	: 	481175 	532246 	471107 	630290 	752869 	1048781 	1147985 	622845 	966620 	1251762 	1357785 
A,PROF,WORLD,Q4,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	284703 	700947 	702313 
A,PROF,WORLD,Q4,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	2137574 	216809 u	634086 	867955 	1293780 
A,PROF,WORLD,Q4,N1-3,NR,EE	244058 	280704 	422786 	373230 	546993 	531291 	676729 	612756 	121315 	219421 	250936 	477140 
A,PROF,WORLD,Q4,N1-3,NR,NL	: 	1134823 	1134978 	1236467 	1412210 	2437706 	2320892 	2806306 	491409 	1007842 	1837356 	2051055 
A,PROF,WORLD,Q4,N1-3,NR,RO	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,WORLD,Q4,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1536886 	3210245 	2407937 
A,PROF,WORLD,Q4,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	4846879 	308725 u	1054746 	2090716 	3742086 
A,PROF,WORLD,Q4,N_GE1,NR,EE	795871 	773947 	1161025 	1446263 	1544096 	1620878 	1493085 	1209348 	976445 	876271 	892179 	1426738 
A,PROF,WORLD,Q4,N_GE1,NR,NL	: 	3219755 	2739664 	3006284 	3365258 	5815137 	5672923 	6358233 	810008 	2481160 	5786804 	6286265 
A,PROF,WORLD,Q4,N_GE1,NR,RO	: 	: u	: u	: u	: u	: u	204625 u	270895 u	: u	307288 	438717 	492131 
A,PROF,WORLD,Q4,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1252183 	2509298 	1705624 
A,PROF,WORLD,Q4,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	2709306 	: u	420659 u	1222761 u	2448306 
A,PROF,WORLD,Q4,N_GE4,NR,EE	551813 u	493243 	738238 	1073033 	997103 	1089587 	816355 	596592 	855130 	656851 u	641243 	949598 
A,PROF,WORLD,Q4,N_GE4,NR,NL	: 	2084933 	1604687 	1769818 	1953049 	3377430 	3352031 	3551927 	318599 u	1473318 	3949449 	4235210 
A,PROF,WORLD,Q4,N_GE4,NR,RO	: 	: u	: u	: u	: u	: u	189214 u	268760 u	: u	281880 u	415355 	475230 
A,PROF,WORLD,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	376351 	: 	224179 	34480 	: 	: 	: 
A,PROF,WORLD,TOTAL,N1-3,NR,AT	5101498 	5632797 	5152041 	4810067 	4873993 	4664646 	4011245 	4775298 	2057888 	2594449 	5012631 	4813033 
A,PROF,WORLD,TOTAL,N1-3,NR,BE	2001612 	1213541 	1037115 	1306221 	1721036 	1516342 b	1633035 	1664247 	638769 	534599 	1323063 	1737005 
A,PROF,WORLD,TOTAL,N1-3,NR,BG	166310 	283429 	283674 	220444 	207642 	254596 	240564 	263620 	93032 u	84679 u	248977 	260778 
A,PROF,WORLD,TOTAL,N1-3,NR,CH	2551088 	1459999 	1520625 	1431379 	1496480 	1649141 	2062519 	1791612 	375207 u	503775 u	829398 	: 
A,PROF,WORLD,TOTAL,N1-3,NR,CY	320953 	263010 	235454 	245702 	304149 	344923 	296419 	423574 	113093 u	88480 u	256780 	301441 
A,PROF,WORLD,TOTAL,N1-3,NR,CZ	1850266 	2200661 	1507463 	1369481 	1892513 	1731969 	1807622 	1794470 	562123 	785100 	1116981 	1353055 
A,PROF,WORLD,TOTAL,N1-3,NR,DE	60606204 	52854940 	47776131 	49068116 	51505080 	54659554 	54052108 	52872359 	26158375 	25748822 	38280275 	43380655 
A,PROF,WORLD,TOTAL,N1-3,NR,DK	3543799 	3078456 b	2578696 	3870849 	3038746 	3458133 	4252702 	4253887 	460448 	1667426 	2048457 	2508956 
A,PROF,WORLD,TOTAL,N1-3,NR,EE	450436 	541694 	868994 	728913 	1005652 	876966 	1268826 	1025541 	341295 	369802 	522434 	803545 
A,PROF,WORLD,TOTAL,N1-3,NR,EL	342074 	465028 	395415 	462639 	373612 	320260 	330695 	414576 	194936 	188289 	315261 	298952 
A,PROF,WORLD,TOTAL,N1-3,NR,ES	13880877 	12296479 	10373377 	8772858 b	10294677 	10242963 	10341956 	11085840 	3405911 	5800159 	8657106 	10736583 
A,PROF,WORLD,TOTAL,N1-3,NR,FI	8114448 	7458524 	7012625 	6579318 	7376014 	7078285 	7240845 	7262843 	2640838 	2262364 	4052990 	4899769 
A,PROF,WORLD,TOTAL,N1-3,NR,FR	25237298 	24837634 	23974513 	19172939 	18867540 	29538220 	28626827 	26863000 	17757776 	22027795 	28575473 	27577069 
A,PROF,WORLD,TOTAL,N1-3,NR,HR	1881278 	1735931 	1869206 	1166234 	993928 	857765 	1024140 	992260 	249777 	427457 	538140 	849475 
A,PROF,WORLD,TOTAL,N1-3,NR,HU	1150403 	1183172 	1083050 	1117659 	971621 	1035605 	993115 	1132908 	650018 	652065 	1022265 	1145245 
A,PROF,WORLD,TOTAL,N1-3,NR,IE	1115453 	1296002 	1393929 	1526859 	1531306 	1471135 	1748879 	1669854 	549461 	384553 	1283399 	1463262 
A,PROF,WORLD,TOTAL,N1-3,NR,IT	12404843 	7876764 	9749315 b	8080805 	7774653 	6870999 	10729414 	10301069 	2898504 	2996113 	4743277 	5655980 
A,PROF,WORLD,TOTAL,N1-3,NR,LT	822475 	857425 	922089 	967931 	1002812 	1019203 	1046684 	1184256 	682906 	761002 	976020 	1120993 
A,PROF,WORLD,TOTAL,N1-3,NR,LU	355073 	367390 	390286 	328017 	278200 	518441 	679630 	657269 	244617 	210305 	367423 	552077 
A,PROF,WORLD,TOTAL,N1-3,NR,LV	494696 	435925 	272874 	318168 	275292 	273693 	254007 	236344 	92363 u	90724 u	224773 	295498 
A,PROF,WORLD,TOTAL,N1-3,NR,ME	: 	: 	: 	: 	354405 	182880 	: 	: 	: 	: 	: 	: 
A,PROF,WORLD,TOTAL,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	35480 u	: u	: u	: 	: 
A,PROF,WORLD,TOTAL,N1-3,NR,MT	66664 	70212 	89472 b	93145 	90437 	154788 	164993 	161187 	85086 	88698 	82360 	176534 
A,PROF,WORLD,TOTAL,N1-3,NR,NL	2744900 	2507595 	2584331 	2902312 	2720297 	4324145 	4375490 	4742673 	2172164 	1614900 	3273229 	3632629 
A,PROF,WORLD,TOTAL,N1-3,NR,NO	: 	5305188 	7618235 	6439914 	5855420 	7027294 	6470972 	: 	: 	3156878 	7213649 	6508970 
A,PROF,WORLD,TOTAL,N1-3,NR,PL	8140023 	6553464 	2257828 b	2281099 	2759222 	3244844 	3316478 	3463496 	2188574 	2503580 	3329517 	4032425 
A,PROF,WORLD,TOTAL,N1-3,NR,PT	1326359 	1242170 	1749248 	1852415 	1833794 	1729472 	1961608 	2145505 	1197914 	1180123 	2017445 	1874260 
A,PROF,WORLD,TOTAL,N1-3,NR,RO	59878 u	151645 	199093 	311630 	308692 	273309 	167416 	206014 	70773 u	180018 	149704 	139006 
A,PROF,WORLD,TOTAL,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	643384 	: 	: 	: 	: 	: 
A,PROF,WORLD,TOTAL,N1-3,NR,SE	: 	: 	8140377 	6262945 	9223617 	15142244 	12805561 	14025174 	8644457 	8592608 	16176958 	: 
A,PROF,WORLD,TOTAL,N1-3,NR,SI	606605 	562326 	614483 	689519 	607506 	718015 	806045 	820528 	159100 	480906 	576906 	947687 
A,PROF,WORLD,TOTAL,N1-3,NR,SK	1627781 	1394806 bu	2050756 u	1827243 u	2044731 u	2981600 	2239499 	2248787 	810787 u	518719 	770481 	1213759 
A,PROF,WORLD,TOTAL,N1-3,NR,UK	29517812 	28747465 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,WORLD,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	4583314 	: 	2727822 	425800 	: 	: 	: 
A,PROF,WORLD,TOTAL,N_GE1,NR,AT	12363945 	12562465 	13669632 	13429771 	11876869 	11323721 	9757661 	11779663 	7149314 	7820353 	13328666 	13895960 
A,PROF,WORLD,TOTAL,N_GE1,NR,BE	16417594 	5428686 	4558717 	5224671 	6619282 	5196200 b	6954332 	6553923 	4727843 	4507784 	6551956 	5601058 
A,PROF,WORLD,TOTAL,N_GE1,NR,BG	797409 	1128975 	574843 	677164 	804568 	680592 	837679 	688888 	294996 	293312 u	547917 	651762 
A,PROF,WORLD,TOTAL,N_GE1,NR,CH	6272471 	4589346 	5718462 	5195663 	4631027 	4748026 	4914177 	7192747 	3658207 	4612981 	2221402 	: 
A,PROF,WORLD,TOTAL,N_GE1,NR,CY	2543472 	1207047 	1732916 	1426221 	1237935 	1517937 	1105383 	1334491 	382755 	537435 	816891 	1203914 
A,PROF,WORLD,TOTAL,N_GE1,NR,CZ	4152165 	4349460 	3441769 	3330221 	3351779 	3736370 	3719355 	4065248 	1292739 	1832800 	2430469 	2344955 
A,PROF,WORLD,TOTAL,N_GE1,NR,DE	142905365 	134968368 	142172582 	124859051 	145352285 	141142904 	136987367 	139323601 	58918675 	101850320 	108032049 	110656293 
A,PROF,WORLD,TOTAL,N_GE1,NR,DK	9600237 	9796102 b	6554012 	10511935 	6779392 	10411711 	10645935 	13012494 	1037706 	5406681 	7456531 	9438608 
A,PROF,WORLD,TOTAL,N_GE1,NR,EE	1187895 	2113315 	2552139 	3336946 	3000211 	2649953 	2634396 	2610768 	2074120 	1768677 	1519187 	2911862 
A,PROF,WORLD,TOTAL,N_GE1,NR,EL	3197373 	3218043 	3729817 	2463743 	3292216 	2145392 	1435682 	2137387 	863049 	1001747 	1373798 	964826 
A,PROF,WORLD,TOTAL,N_GE1,NR,ES	53215596 	43244326 	39874000 	22099682 b	28995345 	26132287 	26434825 	25437242 	11587409 	16352848 	22974043 	26231123 
A,PROF,WORLD,TOTAL,N_GE1,NR,FI	18181626 	13614228 	15293714 	13360818 	16557688 	15323824 	14613070 	18616034 	10031292 	7001303 	12299138 	12568255 
A,PROF,WORLD,TOTAL,N_GE1,NR,FR	77018380 	74381061 	71201764 	53424732 	54126888 	78461800 	74835987 	71103880 	48770041 	52542599 	64487207 	59727219 
A,PROF,WORLD,TOTAL,N_GE1,NR,HR	5318467 	7780895 	10517963 	4631386 	3703319 	4804039 	4468153 	3646832 	881775 	1907831 	1991626 	2949894 
A,PROF,WORLD,TOTAL,N_GE1,NR,HU	3525933 	2136711 	2180064 	2334534 	2350230 	2145790 	1680010 	2298091 	1260345 	1723627 	2571190 	2992592 
A,PROF,WORLD,TOTAL,N_GE1,NR,IE	2778472 	2942387 	3699610 	3521598 	4746046 	3446212 	3861003 	4161900 	1542609 	980998 	3034539 	3429823 
A,PROF,WORLD,TOTAL,N_GE1,NR,IT	28802725 	15210936 	25931917 b	23250221 	23545067 	19801672 	35549156 	27268877 	8870815 	14194577 	14374187 	16602268 
A,PROF,WORLD,TOTAL,N_GE1,NR,LT	2553101 	2357815 	2448904 	2647851 	2751863 	2850036 	3039223 	3158496 	1455283 	1941231 	3503529 	4049269 
A,PROF,WORLD,TOTAL,N_GE1,NR,LU	987061 	933891 	1002946 	765628 	603678 	1643562 	1557616 	1732792 	999318 	1348684 	1346304 	2055657 
A,PROF,WORLD,TOTAL,N_GE1,NR,LV	1760451 	1895063 	887692 	843640 	956268 	979208 	1163150 	1815266 	551816 u	914037 	809472 	1583823 
A,PROF,WORLD,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	1216896 	1015153 	: 	: 	: 	: 	: 	: 
A,PROF,WORLD,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	54760 u	: u	: u	: 	: 
A,PROF,WORLD,TOTAL,N_GE1,NR,MT	376017 	436119 	489931 b	471709 	302611 	493195 	572153 	530891 	326632 	385962 	409598 	564773 
A,PROF,WORLD,TOTAL,N_GE1,NR,NL	6559767 	7222577 	7006643 	7034794 	7747220 	11687356 	9765498 	11938383 	5981849 	4575630 	9589182 	12790674 
A,PROF,WORLD,TOTAL,N_GE1,NR,NO	: 	13445668 	18331631 	13606157 	13425432 	14176450 	15365214 	: 	: 	11368481 	17938462 	15557356 
A,PROF,WORLD,TOTAL,N_GE1,NR,PL	35532974 	37141667 	11822555 b	13206550 	13220414 	15542021 	16277964 	16947657 	10947153 	14150699 	18790919 	16864476 
A,PROF,WORLD,TOTAL,N_GE1,NR,PT	5213487 	6693043 	5451483 	6972596 	5785048 	5417791 	7148861 	7344064 	3812446 	4046478 	6682027 	6434390 
A,PROF,WORLD,TOTAL,N_GE1,NR,RO	4839685 	5007443 	4851846 	5438006 	4234758 	4841217 	4631554 	5108381 	1597071 	2945745 	3014409 	2925273 
A,PROF,WORLD,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	1411097 	: 	: 	: 	: 	: 
A,PROF,WORLD,TOTAL,N_GE1,NR,SE	: 	: 	15988128 	11633548 	16677425 	35161755 	28615381 	26459175 	17087409 	18385105 	33717436 	: 
A,PROF,WORLD,TOTAL,N_GE1,NR,SI	1575839 	1612418 	1573540 	1802635 	1633780 	1498537 	2057697 	1722724 	383436 	1747039 	2041507 	2567932 
A,PROF,WORLD,TOTAL,N_GE1,NR,SK	3033875 	4574450 b	3628368 u	3904311 	4405209 u	3523217 	4574650 	4987540 	936928 u	986477 	1947713 	2382094 
A,PROF,WORLD,TOTAL,N_GE1,NR,UK	83360458 	79569396 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,WORLD,TOTAL,N_GE4,NR,AL	: 	: 	: 	: 	: 	4206962 	: 	2503642 	391320 u	: 	: 	: 
A,PROF,WORLD,TOTAL,N_GE4,NR,AT	7262447 	6929668 	8517591 	8619704 	7002877 	6659075 	5746416 	7004365 	5091425 	5225904 	8316034 	9082927 
A,PROF,WORLD,TOTAL,N_GE4,NR,BE	14415982 	4215144 	3521603 	3918450 	4898245 	3679858 b	5321297 	4889677 	4089073 	3973185 	5228893 	3864054 
A,PROF,WORLD,TOTAL,N_GE4,NR,BG	631098 u	845546 	291169 u	456720 u	596926 u	425996 u	597116 u	425268 u	: u	: u	298940 u	390984 u
A,PROF,WORLD,TOTAL,N_GE4,NR,CH	3721383 u	3129346 u	4197837 	3764283 	3134547 	3098885 	2851658 	5401135 	3283000 u	4109206 u	1392004 u	: 
A,PROF,WORLD,TOTAL,N_GE4,NR,CY	2222519 	944037 	1497462 	1180519 	933786 	1173014 	808965 	910917 	269663 u	448955 u	560111 	902473 
A,PROF,WORLD,TOTAL,N_GE4,NR,CZ	2301899 	2148799 	1934307 	1960741 	1459266 	2004401 	1911732 	2270778 	730616 u	1047700 u	1313487 u	991901 u
A,PROF,WORLD,TOTAL,N_GE4,NR,DE	82299161 	82113428 	94396451 	75790935 	93847205 	86483350 	82935259 	86451243 	32760299 	76101498 	69751774 	67275638 
A,PROF,WORLD,TOTAL,N_GE4,NR,DK	6056437 	6717647 b	3975317 	6641086 	3740646 	6953578 	6393233 	8758607 	: u	3739255 	5408075 	6929652 
A,PROF,WORLD,TOTAL,N_GE4,NR,EE	737459 	1571621 	1683145 	2608034 	1994559 	1772987 	1365570 	1585228 	1732825 	1398875 	996753 	2108317 
A,PROF,WORLD,TOTAL,N_GE4,NR,EL	2855298 	2753016 	3334402 	2001103 	2918604 	1825133 	1104987 	1722811 	668112 	813457 	1058537 	665874 
A,PROF,WORLD,TOTAL,N_GE4,NR,ES	39334719 	30947847 	29500622 	13326824 b	18700668 	15889324 	16092869 	14351402 	8181498 	10552688 	14316937 	15494540 
A,PROF,WORLD,TOTAL,N_GE4,NR,FI	10067178 	6155704 	8281089 	6781499 	9181674 	8245539 	7372225 	11353191 	7390454 	4738939 	8246148 	7668486 
A,PROF,WORLD,TOTAL,N_GE4,NR,FR	51781081 	49543428 	47227252 	34251793 	35259347 	48923580 	46209160 	44240880 	31012264 	30514804 	35911735 	32150150 
A,PROF,WORLD,TOTAL,N_GE4,NR,HR	3437189 	6044964 	8648758 	3465151 	2709392 	3946274 	3444013 	2654571 	631998 	1480375 	1453487 	2100420 
